Run,Count,Cheat,Terminal,Size,Depth,Speed,Angle,Reward,Gain,From Start,To Middle,Distracted,Time,Duration,Optimal,Combined,Agent,Driver
1,53,0,0,10,1,16.1557388288,0.0002998192,50.0165688493,0.9995606001,255.5903930664,0.0117228189,1,18.9720000000,19.1259999809,0.0216244016,0.1000000000,0.1000000000,0.0
1,54,0,0,10,1,16.3118934528,0.0034587504,51.0115115982,0.9949427489,257.2456054687,0.0065063475,1,19.0740000000,19.1259999809,0.0005726126,0.0,0.0,0.0
1,55,0,0,10,1,16.4474201088,0.0083817648,51.9993001833,0.9877885851,258.9155883789,0.0005696614,1,19.1760000000,19.1259999809,0.0066057264,0.1000000000,0.1000000000,0.0
1,56,0,0,10,1,16.5954150912,0.0062452116,52.9901872836,0.9908871002,260.6007690429,0.0080037433,0,19.2780000000,23.6959999809,0.0160079904,0.0,0.0,0.0
1,57,0,0,10,1,16.7396526592,0.0123460368,53.9722523638,0.9820650802,262.3005981445,0.0020711263,0,19.3800000000,23.6959999809,0.0119274752,0.0,0.0,0.0
1,58,0,0,10,1,16.8648185856,0.0069804152,54.9620721469,0.9898197830,264.0137634277,0.0030802409,0,19.4820000000,23.6959999809,0.0235791936,0.1000000000,0.1000000000,0.0
1,59,0,0,10,1,16.9940224000,0.0077434024,55.9507854939,0.9887133470,265.7400512695,0.0003580729,0,19.5840000000,23.6959999809,0.0133316104,0.1000000000,0.1000000000,0.0
1,60,0,0,10,1,17.0622634880,0.0138513248,56.9306859806,0.9799004866,267.4762268066,0.0083821611,0,19.6859999999,23.6959999809,0.0147888096,0.2500000000,0.2500000000,0.0
1,61,0,0,10,1,17.2010517120,0.0071048656,57.9203252101,0.9896392294,269.2238464355,0.0161702465,0,19.7879999999,23.6959999809,0.0264540800,0.0,0.0,0.0
1,62,0,0,10,1,17.2660064768,0.0085201176,58.9079134829,0.9875882728,270.9820251464,0.0174825023,0,19.8899999999,23.6959999809,0.0135692928,0.2500000000,0.2500000000,0.0
1,63,0,0,10,1,17.3609371136,0.0003540916,59.9073945649,0.9994810819,272.7484436035,0.0179545078,0,19.9919999999,23.6959999809,0.0162722256,0.0,0.0,0.0
1,64,0,0,10,1,17.3611126016,0.0035122476,60.9022592931,0.9948647282,274.5191040039,0.0139994304,0,20.0939999999,23.6959999809,0.0006762652,0.2500000000,0.2500000000,0.0
1,65,0,0,10,1,17.4190998016,0.0016653934,61.8998210183,0.9975617251,276.2928161621,0.0132853193,0,20.1959999999,23.6959999809,0.0067078984,0.0,0.0,0.0
1,66,0,0,10,1,17.3951988224,0.0064733904,62.8903767415,0.9905557232,278.0674438476,0.0115804038,0,20.2979999999,23.6959999809,0.0031806668,0.2500000000,0.2500000000,0.0
1,67,0,0,10,1,17.4341316096,0.0069551712,63.8802331531,0.9898564116,279.8427124023,0.0161560066,0,20.3999999999,23.6959999809,0.0123632640,0.0,0.0,0.0
1,68,0,0,10,1,17.4385604608,0.0018927892,64.8774624135,0.9972292603,281.6204833984,0.0142130535,0,20.5019999999,23.6959999809,0.0132833984,0.1000000000,0.1000000000,0.0
1,69,0,0,10,1,17.4413127680,0.0132653312,65.8582049858,0.9807425722,283.3983459472,0.0186564121,0,20.6039999999,23.6959999809,0.0036149612,0.1000000000,0.1000000000,0.0
1,70,0,0,10,1,17.4582081024,0.0036749596,66.8528324518,0.9946274660,285.1769409179,0.0160034187,0,20.7059999999,23.6959999809,0.0253349152,0.0,0.0,0.0
1,71,0,0,10,1,17.4216823552,0.0098722136,67.8384652654,0.9856328135,286.9545898437,0.0147176105,0,20.8079999999,23.6959999809,0.0070186560,0.2500000000,0.2500000000,0.0
1,72,0,0,10,1,17.4420013568,0.0007165512,68.8374154451,0.9989501796,288.7310791015,0.0171427410,0,20.9099999999,23.6959999809,0.0188545392,0.1000000000,0.1000000000,0.0
1,73,0,0,10,1,17.3393936128,0.0058952648,69.8288109779,0.9913955328,290.5056457519,0.0062215169,0,21.0119999999,23.6959999809,0.0013685119,-1.0,-1.0,0.0
1,74,0,0,10,1,17.2915859200,0.0734832000,70.7266927227,0.8978817447,292.2656860351,0.0404500328,0,21.1139999999,23.6959999809,0.0112591264,0.2500000000,0.2500000000,0.0
1,75,0,0,19,1,17.1619434368,0.0089406728,71.7136723559,0.9869796331,294.0248107910,0.0460693351,0,21.2159999999,23.6959999809,0.1403425664,1.0,1.0,0.1000000000
1,76,0,0,10,1,17.1698799104,0.1452388352,72.5219081615,0.8082358055,295.7625732421,0.0363525375,0,21.3179999999,23.6959999809,0.0170754272,-1.0,-1.0,0.0
1,77,0,0,19,1,17.0148849488,0.1698816128,73.3014689919,0.7795608304,297.4934692382,0.1319091767,0,21.4199999999,23.6959999809,0.2773857536,-1.0,-1.0,0.2500000000
1,78,0,0,10,1,16.7432899584,0.0889797952,74.1791843576,0.8777153656,299.2051391601,0.1668457090,0,21.5219999999,23.6959999809,0.3244499456,-1.0,-1.0,0.2500000000
1,79,0,0,19,1,16.7217674240,0.0223152640,75.1470022844,0.9678179268,300.8984069824,0.1313476562,0,21.6239999999,23.6959999809,0.1699388928,0.4000000000,0.5000000000,0.1000000000
1,80,0,0,19,1,16.8626117632,0.0113960168,76.1304359477,0.9834336632,302.6036682128,0.0876627638,0,21.7259999999,23.6959999809,0.0426190112,0.1000000000,0.1000000000,0.0
1,81,0,0,10,1,17.0166072848,0.0031233542,77.1258679777,0.9954320300,304.3265991210,0.0574096664,0,21.8279999999,23.6959999809,0.0217647888,0.0,0.0,0.0
1,82,0,0,10,1,17.1677856384,0.0097315480,78.1117040482,0.9858360705,306.0669860839,0.0422444678,0,21.9299999999,23.6959999809,0.0059651668,0.0,0.0,0.0
1,83,0,0,10,1,17.3122615808,0.0145341872,79.0906241568,0.9789201085,307.8234558105,0.0359863266,0,22.0319999999,23.6959999809,0.0185858864,0.0,0.0,0.0
1,84,0,0,10,1,17.3902549760,0.0069137024,80.0805407423,0.9899165855,309.5909118652,0.0228678379,0,22.1339999999,23.6959999809,0.0277582496,0.1000000000,0.1000000000,0.0
1,85,0,0,10,1,17.4358558720,0.0059947652,81.0717916866,0.9912509442,311.3645324707,0.0138997398,0,22.2359999999,23.6959999809,0.0132041976,0.1000000000,0.1000000000,0.0
1,86,0,0,10,1,17.4242820864,0.0058512924,82.0632511247,0.9914594381,313.1400146484,0.0099365236,0,22.3379999999,23.6959999809,0.0114491576,0.2500000000,0.2500000000,0.0
1,87,0,0,10,1,17.3771114240,0.0063845872,83.0539358014,0.9906846767,314.9134216308,0.0034667968,0,22.4399999999,23.6959999809,0.0111751456,1.0,1.0,0.0
1,88,0,0,10,1,17.3570384896,0.1031234240,83.9136410716,0.8597052701,316.6761779785,0.0479736328,0,22.5419999999,23.6959999809,0.0121936632,-1.0,-1.0,0.0
1,89,0,0,19,1,17.2026767744,0.0886253696,84.7918125640,0.8781714924,318.4349365234,0.0951253250,0,22.6439999999,23.6959999809,0.1969512192,-1.0,-1.0,0.2500000000
1,90,0,0,17,1,17.1953239424,0.0081859600,85.7798847087,0.9880721446,320.1797790527,0.0777099579,0,22.7459999999,23.6959999809,0.1692619904,0.4000000000,0.5000000000,0.1000000000
1,91,0,0,18,1,17.3344058880,0.0058543292,86.7713397341,0.9914550253,321.9362792968,0.0566813163,0,22.8479999999,23.6959999809,0.0156340320,0.1000000000,0.1000000000,0.0
1,92,0,0,10,1,17.4127063808,0.0006021969,87.7704573805,0.9991176463,323.7038574218,0.0395751968,0,22.9499999999,23.6959999809,0.0111809448,0.1000000000,0.1000000000,0.0
1,93,0,0,10,1,17.4594116096,0.0120205160,88.7529911856,0.9825338051,325.4787292480,0.0171875003,0,23.0519999999,23.6959999809,0.0011501113,0.0,0.0,0.0
1,94,0,0,10,1,17.4852886016,0.0096357584,89.7389656913,0.9859745056,327.2576599121,0.0028320313,0,23.1539999999,23.6959999809,0.0229574944,0.0,0.0,0.0
1,95,0,0,10,1,17.5116424704,0.0021989662,90.7357474795,0.9967817882,329.0393371582,0.0022135416,0,23.2559999999,23.6959999809,0.0184029440,0.0,0.0,0.0
1,96,0,0,10,1,17.5450611200,0.0093536376,91.7221298220,0.9863823425,330.8239746093,0.0021972656,0,23.3579999999,23.6959999809,0.0041997156,0.0,0.0,0.0
1,97,0,0,10,1,17.5662460416,0.0087568360,92.7093754635,0.9872456414,332.6108703613,0.0007731119,0,23.4599999999,23.6959999809,0.0178641328,0.1000000000,0.1000000000,0.0
1,98,0,0,10,1,17.5877265920,0.0084576920,93.6970541126,0.9876786491,334.3996276855,0.0004720051,0,23.5619999999,23.6959999809,0.0167243232,0.1000000000,0.1000000000,0.0
1,99,0,0,10,1,17.5589218304,0.0001131296,94.6968882929,0.9998341803,336.1877746582,0.0040283203,0,23.6639999999,23.6959999809,0.0161530016,0.2500000000,0.2500000000,0.0
1,100,0,0,10,1,17.5381240832,0.0005827982,95.6960343506,0.9991460576,337.9736328125,0.0022054037,0,23.7659999999,23.6959999809,0.0002160616,0.2500000000,0.2500000000,0.0
1,101,0,0,10,1,17.4751396352,0.0190243728,96.6685323324,0.9724979817,339.7556762695,0.0126953125,1,23.8679999999,26.1259998950,0.0011130627,-1.0,-1.0,0.0
1,102,0,0,10,1,17.4374370816,0.0621049536,97.5815154701,0.9129831377,341.5268249511,0.0206380207,1,23.9699999999,26.1259998950,0.0363338752,0.2500000000,0.2500000000,0.0
1,103,0,0,19,1,17.3017597184,0.0078891600,98.5700175891,0.9885021189,343.2956542968,0.0308268237,1,24.0719999999,26.1259998950,0.1186117248,1.0,1.0,0.0
1,104,0,0,10,1,17.3097801216,0.1351423232,99.3903043918,0.8202868027,345.0458984375,0.0401041656,1,24.1739999999,26.1259998950,0.0150671856,-1.0,-1.0,0.0
1,105,0,0,19,1,17.1961402880,0.1427784320,100.2014604744,0.8111560826,346.7945861816,0.1189127638,1,24.2759999999,26.1259998950,0.2581028352,-1.0,-1.0,0.0
1,106,0,0,19,1,16.9782008832,0.0492963712,101.1317474806,0.9302870061,348.5272521972,0.1334187835,1,24.3779999999,26.1259998950,0.2726866944,-1.0,-1.0,0.0
1,107,0,0,19,1,16.9915752448,0.0750234432,102.0276042779,0.8958567973,350.2431030273,0.0753011032,1,24.4799999999,26.1259998950,0.0941491328,0.5000000000,0.5000000000,0.0
1,108,0,0,19,1,16.8942889984,0.0346698528,102.9780525505,0.9504482726,351.9643859863,0.0264404304,1,24.5819999999,26.1259998950,0.1432842112,1.0,1.0,0.0
1,109,0,0,19,1,16.9381236736,0.1009445120,103.8405081193,0.8624555687,353.6775817871,0.0586507171,1,24.6839999999,26.1259998950,0.0662145408,-1.0,-1.0,0.0
1,110,0,0,19,1,16.8227939840,0.0966483072,104.7084122977,0.8679041784,355.3922729492,0.1005696579,1,24.7859999999,26.1259998950,0.1927898112,-1.0,-1.0,0.0
1,111,0,0,16,1,16.7712135168,0.0024072268,105.7048898318,0.9964775341,357.0935974121,0.0834187790,1,24.8879999999,26.1259998950,0.1845846656,0.5000000000,0.5000000000,0.0
1,112,0,0,10,1,16.8369102336,0.0569494208,106.6247988471,0.9199090152,358.7994384765,0.0269571933,1,24.9899999999,26.1259998950,0.0045974640,1.0,1.0,0.0
1,113,0,0,19,1,16.9365139456,0.0001919032,107.6245175812,0.9997187341,360.5145874023,0.0154703138,1,25.0919999999,26.1259998950,0.1087653760,0.0,0.0,0.0
1,114,0,0,10,1,17.1015987392,0.0000870386,108.6243900020,0.9998724207,362.2474365234,0.0091070812,1,25.1939999999,26.1259998950,0.0003665081,0.0,0.0,0.0
1,115,0,0,10,1,17.2636909568,0.0022705872,109.6210671464,0.9966771444,363.9970397949,0.0046613058,1,25.2959999999,26.1259998950,0.0001662315,0.0,0.0,0.0
1,116,0,0,10,1,17.3832111360,0.0045070096,110.6144822271,0.9934150806,365.7621154785,0.0001887003,1,25.3979999999,26.1259998950,0.0043365020,0.0,0.0,0.0
1,117,0,0,10,1,17.4421310464,0.0066709280,111.6047511616,0.9902689344,367.5360717773,0.0041391374,1,25.4999999999,26.1259998950,0.0086077536,0.0,0.0,0.0
1,118,0,0,10,1,17.4597091840,0.0089534520,112.5917123060,0.9869611444,369.3146057128,0.0087041854,1,25.6019999999,26.1259998950,0.0127405336,0.0,0.0,0.0
1,119,0,0,10,1,17.4718532608,0.0111878792,113.5754460632,0.9837337572,371.0937194824,0.0131730400,1,25.7039999999,26.1259998950,0.0170998336,0.0,0.0,0.0
1,120,0,0,10,1,17.4815578624,0.0131753680,114.5563179795,0.9808719163,372.8752746582,0.0171480178,1,25.8059999999,26.1259998950,0.0213672736,0.0,0.0,0.0
1,121,0,0,10,1,17.4885158400,0.0151551328,115.5343474523,0.9780294727,374.6568298339,0.0211075469,1,25.9079999999,26.1259998950,0.0251630992,0.0,0.0,0.0
1,122,0,0,10,1,17.4767284224,0.0161238832,116.5109890472,0.9766415949,376.4384765625,0.0093052545,1,26.0099999999,26.1259998950,0.0289441696,0.1000000000,0.1000000000,0.0
1,123,0,0,10,1,17.4198036224,0.0015358368,117.5087402405,0.9977511933,378.2170715332,0.0001047770,1,26.1119999999,26.1259998950,0.0307943488,0.2500000000,0.2500000000,0.0
1,124,0,0,10,1,17.3375263232,0.0119172408,118.4914228013,0.9826825607,379.9906005859,0.0109951654,1,26.2139999999,26.1259998950,0.0029332322,1.0,1.0,0.0
1,125,0,0,10,1,17.2911338752,0.0870889344,119.3715743589,0.8801515576,381.7501220703,0.0362489074,0,26.3159999999,30.8539998664,0.0227602528,-1.0,-1.0,0.0
1,126,0,0,19,1,17.1118335744,0.0544216704,120.2948982831,0.9233239242,383.5052490234,0.0681727081,0,26.4179999999,30.8539998664,0.1663276160,-1.0,-1.0,0.1000000000
1,127,0,0,10,1,17.0857429504,0.0573557056,121.2142595958,0.9193613126,385.2427673339,0.0274523422,0,26.5199999999,30.8539998664,0.1039377280,0.4000000000,0.5000000000,0.1000000000
1,128,0,0,10,1,16.9144115200,0.0259470864,122.1769387574,0.9626791616,386.9777221679,0.0042283376,0,26.6219999999,30.8539998664,0.1095413248,1.0,1.0,0.1000000000
1,129,0,0,19,1,16.8946571264,0.0869918720,123.0572155594,0.8802768019,388.6957092285,0.0353666953,0,26.7239999999,30.8539998664,0.0495552832,-1.0,-1.0,0.0
1,130,0,0,17,1,16.7216415232,0.0567615424,123.9773779514,0.9201623919,390.4112548828,0.0664666518,0,26.8259999999,30.8539998664,0.1661422208,-1.0,-1.0,0.1000000000
1,131,0,0,10,1,16.7033385984,0.0573165952,124.8967919683,0.9194140169,392.1095581054,0.0265132263,0,26.9279999999,30.8539998664,0.1084065536,0.4000000000,0.5000000000,0.1000000000
1,132,0,0,19,1,16.5346450944,0.0291948320,125.8548989219,0.9581069535,393.8059387207,0.0059661865,0,27.0299999999,30.8539998664,0.1094666368,1.0,1.0,0.1000000000
1,133,0,0,10,1,16.5197963776,0.0838310272,126.7392638474,0.8843649254,395.4856872558,0.0318874344,0,27.1319999999,30.8539998664,0.0557580224,0.8999999488,-1.0,0.1000000000
1,134,0,0,19,1,16.3581676544,0.0558195584,127.6606977031,0.9214338557,397.1639404296,0.0621400848,0,27.2339999999,30.8539998664,0.1601054720,-1.0,-1.0,0.1000000000
1,135,0,0,10,1,16.3475227392,0.0567370816,128.5808930962,0.9201953930,398.8258056640,0.0230307262,0,27.3359999999,30.8539998664,0.1066075072,0.4000000000,0.5000000000,0.1000000000
1,136,0,0,18,1,16.1937809024,0.0298890816,129.5380255009,0.9571324046,400.4866943359,0.0077259065,0,27.4379999999,30.8539998664,0.1083598336,1.0,1.0,0.1000000000
1,137,0,0,10,1,16.1880016384,0.0801726720,130.4271457283,0.8891202274,402.1320190429,0.0301461536,0,27.5399999999,30.8539998664,0.0570839424,0.8999999488,-1.0,0.1000000000
1,138,0,0,19,1,16.0383071904,0.0523794080,131.3532379438,0.9260922154,403.7769470214,0.0582965202,0,27.6419999999,30.8539998664,0.1531185152,-1.0,-1.0,0.1000000000
1,139,0,0,10,1,16.0392093664,0.0570180800,132.2730543731,0.9198164293,405.4067382812,0.0183283481,0,27.7439999999,30.8539998664,0.1000372992,0.4000000000,0.5000000000,0.1000000000
1,140,0,0,19,1,15.8921632768,0.0299275552,133.2301327980,0.9570784248,407.0364685058,0.0110703790,0,27.8459999999,30.8539998664,0.1088965120,1.0,1.0,0.1000000000
1,141,0,0,10,1,15.8957433856,0.0776814144,134.1225059118,0.8923731137,408.6517028808,0.0276658367,0,27.9479999999,30.8539998664,0.0571574208,0.8999999488,-1.0,0.1000000000
1,142,0,0,19,1,15.7380695552,0.0432019456,135.0611410044,0.9386350926,410.2664794921,0.0516746528,0,28.0499999999,30.8539998664,0.1483605632,-1.0,-1.0,0.1000000000
1,143,0,0,10,1,15.7448883200,0.0657167296,135.9693032280,0.9081622235,411.8658142089,0.0052953083,0,28.1519999999,30.8539998664,0.0825096384,0.4000000000,0.5000000000,0.1000000000
1,144,0,0,19,1,15.5605802496,0.0277274688,136.9294732534,0.9601700254,413.4636230468,0.0208601634,0,28.2539999999,30.8539998664,0.1255097088,1.0,1.0,0.1000000000
1,145,0,0,10,1,15.5638961664,0.0859378624,137.8111111633,0.8816379098,415.0444030761,0.0268480945,0,28.3559999999,30.8539998664,0.0529555648,0.8999999488,-1.0,0.1000000000
1,146,0,0,19,1,15.3766756096,0.0577902784,138.7298870016,0.9187758383,416.6235656738,0.0606727600,0,28.4579999999,30.8539998664,0.1641292288,-1.0,-1.0,0.1000000000
1,147,0,0,10,1,15.3725900544,0.0539274496,139.6538800828,0.9239930811,418.1855163574,0.0221719108,0,28.5599999999,30.8539998664,0.1103713024,0.4000000000,0.5000000000,0.1000000000
1,148,0,0,19,1,15.2036380800,0.0260335200,140.6164372823,0.9625571994,419.7463378906,0.0052547454,0,28.6619999999,30.8539998664,0.1029938432,1.0,1.0,0.1000000000
1,149,0,0,19,1,15.1990108544,0.0850076224,141.4992782247,0.8828409424,421.2899475097,0.0368465408,0,28.7639999999,30.8539998664,0.0497203616,-1.0,-1.0,0.0
